Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,spotify_track_id,release_date_raw,release_date
10000,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,dddd,Hample,album,spotify:track:5Ci4cvMBSaCbrn5N531Ubz,0.73,0.771,4.0,-6.035,0.121,0.451,3.04e-06,0.73,0.784,90.021,175493.0,https://www.youtube.com/watch?v=foTH9jqs9-I,favst/gibbs - dddd,QueQuality,16642691.0,154792.0,1265.0,"Zamów album:
➡️http://queshop.pl/hample
Sprawdź singiel ""dddd"" w dystrybucji cyfrowej:
➡️https://quequality.pl/dddd

,,DDDD"" to ostatni przedpremierowy singiel zapowiadający długo wyczekiwany album duetu producenckiego favst / gibbs ,,hample"". Jest to jednocześnie numer, który otwiera cały krążek i jedyny w którym jego autorzy nie oddają pola do popisu jakimkolwiek gościom. 

Producenci dotąd kojarzeni ze współpracy z czołowymi artystami hip-hopowymi w kraju, stworzyli album dedykowany miłośnikom motoryzacji. 

Nocna jazda samochodem to dobry  sposób na odreagowywanie, przemyślenia lub po prostu klimatyczną zabawę. Nie byłoby jednak tej całej atmosfery gdyby nie muzyka w głośnikach. To ona podbija emocje, buduje atmosferę, nastraja do jazdy.

Favst i Gibbs podjęli się zadania stworzenia albumu, który w głównej mierze ma składać się z emocji.

Favst na IG: http://instagram.com/favstmusik
Favst na FB: http://facebook.com/favstmusik

Reżyseria, zdjęcia: Igor Ignacy Leśniewski 
Montaż: Igor Kaczmarek
Kolor obrazu: Kuba Czapczyński
Asystent kamery: Akin
Asystent produkcji: Igor Briese

Podziękowania dla: Gram-X

Title: dddd
Artist: favst / gibbs
Music: favst / gibbs
Mix/master: Enzu
Album: Hample
Label: QueQuality
ISRC: PLV402101468
©℗ 2021 QueQuality",True,True,18363912.0,5Ci4cvMBSaCbrn5N531Ubz,2021-12-10,2021-12-10
10001,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,(Po)ciąg dalszy nastąpi,Czarno na białym,album,spotify:track:7tCN7OfyeUVHQvC0ch62MS,0.602,0.547,8.0,-11.414,0.478,0.706,0.0,0.0966,0.797,119.929,265967.0,https://www.youtube.com/watch?v=TaPzISh5shw,Gibbs - (Po)ciąg dalszy nastąpi,DOPEHOUSE RECORDS,18064344.0,194540.0,1681.0,"Zamów album w wersji STD ➡️ https://queshop.pl/czarno-na-bialym
Management / koncerty: dawid@quequality.pl | tel +48 880 336 774

""Czarno na białym"" to pierwsze solowe wydawnictwo Gibbsa, które w całości zostało wyprodukowane i napisane przez niego. Album pełen emocji, skrajności i melancholijnego spojrzenia na świat.

Title: (Po)ciąg dalszy nastąpi
Artist: Gibbs
Music: Gibbs
Album: Czarno na bialym
Mix/master: 4Money
Label: DOPEHOUSE Records
ISRC: PLV402101399
©℗ 2021 DOPEHOUSE RECORDS",True,True,17240146.0,7tCN7OfyeUVHQvC0ch62MS,2021-09-30,2021-09-30
10002,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Iluzja,Iluzja,album,spotify:track:0xTHot6ZzZbc8eiabOascN,0.678,0.378,4.0,-11.522,0.282,0.475,4.63e-05,0.143,0.303,119.962,220000.0,https://www.youtube.com/watch?v=VBT3yFLpf18,Kacper x Gibbs - ILUZJA,GHETTO MUSIC,26469894.0,247090.0,3034.0,"🔔https://bit.ly/GHETTO_MUSIC_SUBSKRYBUJ - subskrybuj kanał i bądź na bieżąco ze wszystkimi nowościami!
🎧https://bit.ly/KacperHTA_wszystkie_kawałki - posłuchaj wszystkich moich kawałków! 💿 Album ""ILUZJA""  dostępny na www.iluzja-preorder.pl 
📺Sprawdź nowy kawałek ""Hip Hop 4 Ukraine"": https://bit.ly/HIPHOP_4_UKRAINE

♬ singiel ""ILUZJA"" na platformach cyfrowych: https://IndependentDigital.lnk.to/KacperHtaIluzja

 Booking / info koncertowe: 

lotty.white.events@gmail.com
(510 134 710) 

Tylko w preorderze zakupionym na www.iluzja-preorder.pl dostajesz:
☆ -10% na kolejnej płycie Kacpra
☆ Bonusowe Video ukazujące kulisy tworzenia albumu
☆ 2 BONUS TRACKI
☆ Autografy
☆ Unikatowe opakowanie
☆ Wlepki
* Preorder jest limitowany

Ghetto Music przedstawia najnowszy album KACPRA - ""ILUZJA"" powstały w duecie z dobrze znanym producentem GIBBSem.

Jest to zarazem siódmy, solowy LP w karierze rapera oraz pierwszy w całości wyprodukowany przez GIBBSa.
Tym razem artyści zdecydowali się poruszyć kwestie iluzorycznego świata w którym po mału zatraca się ludzkość.

Tytułowa ""Iluzja"" zahacza w dużej mierze o destrukcyjne wątki takie jak kategoryzowanie, robocze podejście do życia i codzienne ""igrzyska śmierci"", w których uczestniczymy chcąc nie chcąc.

Na krążku od strony muzycznej mamy dosyć zróżnicowany klimat, który nie pozwala nam na jednoznaczne określenie stylu jednak komponuje się z warstwą liryczną na tyle, by z zamierzanej EPki powstało LP.

""Iluzja"" pojawi się na półkach sklepowych 24 maja 2019 roku.

Tracklista:

1. INTRO 
2. ILUZJA
3. BYKI
4. DEMONY WOJNY
5. REAL TALK
6. NADZIEJA NA JUTRO
7. PORCELANA
8. WSZYSTKO CO MAM
9. KSIĘŻYC
10. NIEMA MNIE 
11. PUSTKA
12. SŁOWO
13. OUTRO
BONUS TRACKI(tylko w wersji preorderowej)
14. ILUZJA (REMIX)
15. ARS LONGA, VITA BREVIS

słowa: Kacper HTA
muzyka: Gibbs
mix/master: Nerwus
realizacja wokali: Gibbs w Dopehouse Studio

Specjalne podziękowania za support dla sponsorów: ILLEGAL, For3dom, Street Authonomy
 
Label: Ghetto Music
-------------------------------------------------------------------------
Kacper na FB ➡ http://www.facebook.com/kacperhta
Kacper na Insta ➡ http://www.instagram.com/kacperhta

Gibbs na FB ➡ http://www.facebook.com/gibbsbeatz
Gibbs na Insta ➡ http://www.instagram.com/gibbsbeatz",True,True,22761865.0,0xTHot6ZzZbc8eiabOascN,2019-05-31,2019-05-31
10003,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Pokolenie ale to QMPLE,Pokolenie ale to QMPLE,single,spotify:track:1m4FIjT6YakLewZaqGK1Qt,0.631,0.677,2.0,-6.57,0.112,0.331,0.000111,0.226,0.417,130.214,210547.0,https://www.youtube.com/watch?v=QpbgCXW9-Ss,QMPLE ft. Kombii - POKOLENIE ale to QMPLE,QueQuality,2661552.0,59245.0,897.0,"Zamów ALBUM ,,QMPLE"":
➡️https://queshop.pl/qmple
Sprawdź singiel w dystrybucji cyfrowej:
➡️https://quequality.pl/POKOLENIE-ALE-TO-DRILL

Miło nam poinformować, że album ,,QMPLE"" sprzedał się w ilości przekraczającej 15 000 egzemplarzy, tym samym zdobywając status ZŁOTEJ PŁYTY. Dziękujemy Wam za Wasze wsparcie podczas realizacji całego projektu. Jesteście niezastąpieni. Z tej okazji przygotowaliśmy dla Was wyjątkowy teledysk z udziałem legendarnego i ważnego dla polskiej muzyki zespołu Kombii. 

QMPLE to wspólny album wybranych artystów z QueQuality, który powstał spontanicznie w czasie kilku wyjazdów raperów w różnych miejscach w kraju.

Shot: Moher
Edit: Moher
Dodatkowe ujęcia: Michał Wolniak

Specjalne podziękowania dla Jacka Jastrowicza z Music Art oraz Kuby Kaczmarka z Universal Music Polska.

Title: POKOLENIE ale to QMPLE
Artist: Kombii, Bober, Przyłu, Szymi Szyms, Filipek, Gibbs, OsaKa
Music: 4Money
Mix/master: 4Money
Video: .moher videos 
Album: QMPLE
Label: QueQuality
ISRC: PLV402201501
©℗2022 QueQuality

#qmple",True,True,2121601.0,1m4FIjT6YakLewZaqGK1Qt,2022-11-24,2022-11-24
10004,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Nigdy albo zawsze,Nigdy albo zawsze,single,spotify:track:2p9sHDEAXy4jtOIBhWqwoK,0.865,0.436,8.0,-11.568,0.26,0.65,0.0,0.105,0.557,117.969,246601.0,https://www.youtube.com/watch?v=O8Ws9J_BtJg,Gibbs - Nigdy albo zawsze,DOPEHOUSE RECORDS,19126829.0,188625.0,1675.0,"Zamów album w wersji STD ➡️ https://queshop.pl/czarno-na-bialym
Management / koncerty: dawid@quequality.pl | tel +48 880 336 774

""Czarno na białym"" to pierwsze solowe wydawnictwo Gibbsa, które w całości zostało wyprodukowane i napisane przez niego. Album pełen emocji, skrajności i melancholijnego spojrzenia na świat.

Kierownik produkcji: Julia Czaplicka
Reżyser: Max Gronowski
DOP: Mikołaj Piwowarski
Editor: Oskar Karpiński
Gaffer: Maks Łobaczewski
Kierowca: Igor Kaczmarek
Kolorkorekcja: Mikołaj Piwowarski & Max Gronowski

Aktorzy:
Hanna Dworak
Michał Modelski
Michał Parafianowicz
Gabrysia Wcześniak 
Martyna Petrus 
Martyna Jaciubek 
Kacper Wiatrowski 
Dominika Skórzewska 
Polina Shatova 
Mikołaj Śliwiński

Sprzęt: FASTMEDIA

Sprawdź singiel w dystrybucji cyfrowej:
Wkrótce.

Tytuł: Nigdy albo zawsze
Słowa: Gibbs
Muzyka: Gibbs
Mix/Master: 4Money
Album: Czarno na białym
Label: Dopehouse Records",True,True,16954887.0,2p9sHDEAXy4jtOIBhWqwoK,2021-08-03,2021-08-03
10005,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Diamond Fetish,Kukonozaur Mixtape Mood,album,spotify:track:7oklOOtJdMBcwywq0csVzQ,0.751,0.546,2.0,-9.213,0.387,0.573,0.0,0.123,0.606,120.071,162500.0,https://www.youtube.com/watch?v=x5PwWxhM5hc,Diamond Fetish,Kukon - Topic,1337476.0,14710.0,0.0,"Provided to YouTube by Universal Music Group

Diamond Fetish · Kukon · Gibbs

Kukonozaur Mixtape Mood

℗ 2022 Piękny Syf

Released on: 2022-06-23

Producer, Associated  Performer, Vocals: Gibbs
Studio  Personnel, Mix  Engineer, Mastering  Engineer: Enzu
Associated  Performer, Vocals: Kukon
Author: Kukon
Composer  Lyricist: Gibbs

Auto-generated by YouTube.",True,True,3195305.0,7oklOOtJdMBcwywq0csVzQ,2022-06-23,2022-06-23
10006,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,A las Nueve,El Calor Del Pleno Invierno,album,spotify:track:0CgpCtEPvyDizcg2p47VrU,0.625,0.804,4.0,-5.652,0.0268,0.236,8.22e-05,0.308,0.827,129.931,207533.0,https://www.youtube.com/watch?v=30oa0b2mdUo,No Te Va Gustar - A Las Nueve (Video Oficial),No Te Va Gustar,80379330.0,256240.0,6793.0,"No Te Va Gustar - A Las Nueve
El Calor Del Pleno Invierno © 2012 Elefante Blanco
Director:  Gabriel Nicoli
Editor: Federico Mackeprang
Productor: Elefante Blanco Films

NTVG GIRA LUZ 2022 ► linktr.ee/NTVG

http://www.notevagustar.com/
→ Seguí a NTVG en redes sociales:
Instagram: https://www.instagram.com/notevagustaroficial/
Facebook: https://www.facebook.com/notevagustaroficial
Twitter: http://twitter.com/ntvgoficial​
TikTok: https://vm.tiktok.com/ZMRoy2xyU/

#NoTeVaGustar #NTVG #ALasNueve",True,True,107560421.0,0CgpCtEPvyDizcg2p47VrU,2012-10-18,2012-10-18
10007,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Ese Maldito Momento,El Calor Del Pleno Invierno,album,spotify:track:6MuJUSYCqA4FpMogUHzb2R,0.643,0.616,11.0,-6.358,0.0266,0.469,5.74e-05,0.0886,0.652,139.931,185867.0,https://www.youtube.com/watch?v=NvB0sFK1sjY,No Te Va Gustar - Ese Maldito Momento (Video Oficial),No Te Va Gustar,71033733.0,237196.0,6086.0,"No Te Va Gustar - Ese Maldito Momento
El Calor del Pleno Invierno © 2012 Elefante Blanco
Direccion: Gabriel Nicoli
Produccion: Clasica Productora

NTVG GIRA LUZ 2022 ► linktr.ee/NTVG

http://www.notevagustar.com/
→ Seguí a NTVG en redes sociales:
Instagram: https://www.instagram.com/notevagustaroficial/
Facebook: https://www.facebook.com/notevagustaroficial
Twitter: http://twitter.com/ntvgoficial​
TikTok: https://vm.tiktok.com/ZMRoy2xyU/

#NoTeVaGustar #NTVG #EseMalditoMomento",True,True,64869335.0,6MuJUSYCqA4FpMogUHzb2R,2012-10-18,2012-10-18
10008,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Tan Lejos,El Camino Más Largo,album,spotify:track:44m9PAUZYeOEGeaTYh6NAl,0.652,0.577,0.0,-7.877,0.0328,0.0264,1.17e-06,0.0758,0.662,120.037,298000.0,https://www.youtube.com/watch?v=8oP9fVZ25H8,No Te Va Gustar - Tan Lejos,No Te Va Gustar,1044053.0,3874.0,48.0,"Conseguí ""Público"" en todas las tiendas digitales:

AppleMusic: http://bit.ly/Publico_applemusic
Spotify: http://bit.ly/Público_Spotify
Deezer: http://bit.ly/Público_Deezer
Napster: http://bit.ly/Público_Napster
ClaroMúsica: http://bit.ly/Público_ClaroMusica",True,True,68447588.0,44m9PAUZYeOEGeaTYh6NAl,2008-10-23,2008-10-23
10009,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Chau,Otras Canciones,album,spotify:track:3uP1USIwwDpOA8uw0LjY2P,0.807,0.377,4.0,-10.179,0.052,0.151,0.00165,0.673,0.917,95.985,319393.0,https://www.youtube.com/watch?v=YglZ5BzPbYs,No Te Va Gustar - Chau (video oficial),No Te Va Gustar,50447487.0,203625.0,3109.0,"Video oficial de Chau

http://www.notevagustar.com
http://www.instagram.com/notevagustaroficial
http://www.facebook.com/notevagustaroficial
http://twitter.com/ntvgoficial",True,True,72368870.0,3uP1USIwwDpOA8uw0LjY2P,2019-04-12,2019-04-12
