Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,spotify_track_id,release_date_raw,release_date
7001,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,It's Not Unusual,Along Came Jones,album,spotify:track:3TlIt0ReIxPsVZcOEivT5U,0.476,0.722,0.0,-10.017,0.0646,0.598,0.0,0.184,0.909,92.966,119800.0,https://www.youtube.com/watch?v=nagjPyNMu9Q,"Tom Jones ""It's Not Unusual"" (April 21, 1968) on The Ed Sullivan Show",The Ed Sullivan Show,2599566.0,27312.0,1257.0,"REMASTERED IN HD!
Tom Jones ""It's Not Unusual"" on The Ed Sullivan Show on April 21, 1968. Subscribe now to never miss an update: https://ume.lnk.to/EdSullivanSubscribe 

Watch Motown performances from The Ed Sullivan Show https://youtube.com/watch?v=B9YrYoY0N4I&list=PLQWND5qZhbj3tfQKiK-5FzjLSTUz5WRTf

Watch classic Rock and Roll performances from The Ed Sullivan Show: https://youtube.com/watch?v=fL3HO0gf0Co&list=PLQWND5qZhbj06AA1fnZQnHvOqP5ZctF8Y

Watch Iconic Singers perform on The Ed Sullivan Show: https://www.youtube.com/watch?v=MIIU9xkGAMs&list=PLQWND5qZhbj1fSTRzLrpV3vLO1yOGx8vH

Sign up to receive the Ed Sullivan Show newsletter! https://EdSullivan.lnk.to/SubscribeToEmail

Follow The Ed Sullivan Show:
Website http://edsullivan.com/
Facebook https://facebook.com/EdSullivanShow
Twitter https://twitter.com/EdSullivanShow
Instagram https://instagram.com/theedsullivanshow/
TikTok: https://www.tiktok.com/@theedsullivanshow

The Ed Sullivan Show was a television variety program that aired on CBS from 1948-1971. For 23 years it aired every Sunday night and played host to the world's greatest talents. The Ed Sullivan Show is well known for bringing rock n' roll music to the forefront of American culture through acts like Elvis Presley, The Beatles, and The Rolling Stones. The entertainers each week ranged from comedians like Joan Rivers and Rodney Dangerfield, to Broadway stars Julie Andrews and Richard Burton, to pop singers such as Bobby Darin and Petula Clark. It also frequently featured stars of Motown such as The Supremes, The Temptations, Stevie Wonder and The Jackson 5. The Ed Sullivan Show was one of the only places on American television where such a wide variety of popular culture was showcased and its legacy lives on to this day.

© SOFA Entertainment. All Rights Reserved.

#TomJones #EdSullivan #EdSullivanShow #ItsNotUnusual",False,True,178217279.0,3TlIt0ReIxPsVZcOEivT5U,1965-05-01,1965-05-01
7002,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Sexbomb,Reload,album,spotify:track:7GHKA8GIMcND6c5nN1sFnD,0.801,0.876,8.0,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979,211893.0,https://www.youtube.com/watch?v=WZ32gSLNHfA,Tom Jones & Mousse T  - Sexbomb (Official Music Video),Tom Jones,18198683.0,136728.0,2803.0,"Official Tom Jones & Mousse T - Sexbomb music video

Sexbomb is taken from Tom Jones' Reload album - http://bit.do/TJReload

Follow Tom Jones: 
Facebook: https://www.facebook.com/SirTomJones/ 
Twitter: https://twitter.com/realsirtomjones
Instagram: https://www.instagram.com/realsirtomjones/

Music video by Tom Jones & Mousse T performing Sexbomb (C) 1999 Gut Records, a division of Universal Music Operations Limited",False,True,84212733.0,7GHKA8GIMcND6c5nN1sFnD,1999,1999-01-01
7003,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,She's A Lady,Tom Jones Sings She's A Lady,album,spotify:track:5JnHzjo25FY1fMQMQVOawB,0.51,0.876,2.0,-9.101,0.161,0.212,0.0,0.248,0.624,119.702,174147.0,https://www.youtube.com/watch?v=3wXiVPxFJVE,Tom Jones - She's A Lady • TopPop,TopPop,427509.0,5315.0,307.0,"Sir Thomas John Woodward OBE (born 7 June 1940), known professionally as Tom Jones, is a Welsh singer. His career has spanned six decades, from his emergence as a vocalist in the mid-1960s with a string of top hits, regular touring, appearances in Las Vegas (1967–2011), and career comebacks—to coaching on The Voice UK from 2012 (with the exception of 2016). Jones's powerful voice has been described as a ""full-throated, robust baritone""

This is a unique live performance of  Tom Jones during the prestigious Grand Gala du Disque in the Amsterdam RAI Hall, broadcast on AVRO TV on 15 February 1974.

Watch our great music videos ❯ https://goo.gl/feVLNN
More TopPop? Subscribe here ❯ https://goo.gl/aICMxi
More info on Wikipedia ❯ https://en.wikipedia.org/wiki/TopPop

This is to let you know that the video recording of the video clip was originally recorded by AVROTROS Broadcasting. AVROTROS Broadcasting hereby warrants and represents that it is the sole and exclusive owner of the physical film and/or videotape footage in this video clip. 

The performance of the artist(s) in the clip was filmed and recorded with the written consent of the artist(s) and their representatives.

AVROTROS is a Dutch radio and television broadcaster, founded in 2014 from a merger of AVRO and TROS. From January 1st, 2014 the name of the merged broadcaster was used in joint programmes. AVRO was founded in 1923 as the Netherlands first public broadcaster. TROS started broadcasting in 1964. Toppop was a weekly AVRO pop program that was aired between 1970 and 1988.

AVROTROS Broadcasting
PO Box 2
1200 JA Hilversum
The Netherlands

TopPop was the first regular dedicated pop music TV show in the Dutch language area. Dutch broadcaster AVRO aired the programme weekly, from 1970 to 1988. Presenter Ad Visser hosted the show for its first fifteen years.
World famous music artists performed on TopPop: ABBA, 10CC, Bee Gees, The Jacksons, David Bowie, Earth & Fire, Boney M, Smokie, KC & The Sunshine Band, Chick, Donna Summer, Rod Stewart, and many many more.",True,True,67335371.0,5JnHzjo25FY1fMQMQVOawB,1971-05-01,1971-05-01
7004,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Green Green Grass Of Home,"Green, Green Grass Of Home",album,spotify:track:5BFWQXNGPYadZxNKxY1UfU,0.543,0.41,8.0,-13.253,0.0268,0.157,0.0,0.0996,0.817,95.363,184893.0,https://www.youtube.com/watch?v=bAXkZkGzxWk,Tom Jones - Green Green Grass Of Home (1966),Polydor 1000,172952.0,2118.0,114.0,,False,False,54201521.0,5BFWQXNGPYadZxNKxY1UfU,1967-03-01,1967-03-01
7005,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Delilah,Delilah,album,spotify:track:2v8B8d17Xxu9uLU5sNiHSL,0.528,0.482,9.0,-10.939,0.027,0.614,0.0,0.549,0.788,95.82,204160.0,https://www.youtube.com/watch?v=MIIU9xkGAMs,"Tom Jones ""Delilah"" on The Ed Sullivan Show",The Ed Sullivan Show,11230181.0,83915.0,3058.0,"Tom Jones ""Delilah"" remastered in HD on The Ed Sullivan Show on April 21, 1968. Subscribe now to never miss an update: https://ume.lnk.to/EdSullivanSubscribe 

Watch more Tom Jones performances on The Ed Sullivan Show: https://youtube.com/watch?v=4CyS9wVBNGo&list=PLQWND5qZhbj0IDo9vfz1rS6ifu2MIxxSq

Watch Motown performances from The Ed Sullivan Show https://youtube.com/watch?v=B9YrYoY0N4I&list=PLQWND5qZhbj3tfQKiK-5FzjLSTUz5WRTf

Watch classic Rock and Roll performances from The Ed Sullivan Show: https://youtube.com/watch?v=fL3HO0gf0Co&list=PLQWND5qZhbj06AA1fnZQnHvOqP5ZctF8Y

Follow The Ed Sullivan Show:
Website http://edsullivan.com/
Facebook https://facebook.com/EdSullivanShow
Twitter https://twitter.com/EdSullivanShow
Instagram https://instagram.com/theedsullivanshow/
TikTok: https://www.tiktok.com/@theedsullivanshow
Email List Sign-up: https://EdSullivan.lnk.to/SubscribeToEmail

The Ed Sullivan Show was a television variety program that aired on CBS from 1948-1971. For 23 years it aired every Sunday night and played host to the world's greatest talents. The Ed Sullivan Show is well known for bringing rock n' roll music to the forefront of American culture through acts like Elvis Presley, The Beatles, and The Rolling Stones. The entertainers each week ranged from comedians like Joan Rivers and Rodney Dangerfield, to Broadway stars Julie Andrews and Richard Burton, to pop singers such as Bobby Darin and Petula Clark. It also frequently featured stars of Motown such as The Supremes, The Temptations, Stevie Wonder and The Jackson 5. The Ed Sullivan Show was one of the only places on American television where such a wide variety of popular culture was showcased and its legacy lives on to this day.

© SOFA Entertainment. All Rights Reserved.

#TomJones #EdSullivan #EdSullivanShow #60s #Remastered",False,True,55661997.0,2v8B8d17Xxu9uLU5sNiHSL,1968-01-01,1968-01-01
7006,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,(It Looks Like) I'll Never Fall In Love Again,13 Smash Hits,album,spotify:track:70wRitifPn1bC1FGjOrFwN,0.321,0.331,4.0,-13.081,0.0293,0.736,1.58e-06,0.0854,0.313,147.532,257440.0,https://www.youtube.com/watch?v=6WvVyk9DA6s,Tom Jones - I'll Never Fall In Love Again  (1967),ivan a zamorano labbe,3268702.0,40529.0,1800.0,Tom Jones   I'll Never Fall In Love Again 1967,False,False,17505008.0,70wRitifPn1bC1FGjOrFwN,1967-01-01,1967-01-01
7007,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Help Yourself,The Best Of ... Tom Jones,compilation,spotify:track:6L8CWcj8KIdz5SMhinN4CO,0.616,0.731,4.0,-7.282,0.0569,0.417,0.000716,0.725,0.909,91.444,170893.0,https://www.youtube.com/watch?v=69G4A9Jl5N4,Tom Jones - Help Yourself,Dusan Spirovski,389584.0,2883.0,160.0,Tom Jones - Help Yourself,False,False,19902588.0,6L8CWcj8KIdz5SMhinN4CO,1997-10-13,1997-10-13
7008,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Burning Down The House,Reload,album,spotify:track:3v3EGRQ6bywgEaeBRYhpcN,0.796,0.819,11.0,-5.806,0.043,0.0131,0.00138,0.0446,0.823,109.942,219467.0,https://www.youtube.com/watch?v=iYuldgIOelY,"Tom Jones, The Cardigans - Burning Down The House (Official Video)",TomJonesVEVO,6666475.0,61904.0,2415.0,"Official Website: https://www.tomjones.com/
Stream: https://lnk.to/Soakz
Facebook: https://www.facebook.com/SirTomJones/
Twitter: https://twitter.com/RealSirTomJones
Instagram: https://www.instagram.com/realsirtomjones/

Music video by Tom Jones, The Cardigans performing Burning Down The House. (C) 2003 Universal Music TV, a division of Universal Music Operations Ltd.

#TomJones #BurningDownTheHouse #Vevo",True,True,17210572.0,3v3EGRQ6bywgEaeBRYhpcN,1999,1999-01-01
7009,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,Mama Told Me Not To Come,Reload,album,spotify:track:1AfmfmUVj5t84A5YvIz3Ly,0.634,0.752,0.0,-5.524,0.0833,0.0953,0.0,0.104,0.599,122.434,180360.0,https://www.youtube.com/watch?v=oPjwKQo8nmQ,Tom Jones and Stereophonics - Mama Told Me Not To Come (Official Music Video),Tom Jones,268929.0,2347.0,111.0,"Official Video for ""Mama Told Me Not To Come"" by Tom Jones and Stereophonics taken from hit album 'Reload. 


Tom Jones' New Album 'Surrounded by Time' is also now available to Pre-order here: https://TomJones.lnk.to/SurroundedByTime​
#TomJones​ #Stereophonics #MamaToldMeNotToCome
--------------------------------------------------------------
Follow Tom Jones:
Facebook: https://www.facebook.com/SirTomJones/​
Twitter: https://twitter.com/realsirtomjones​
Instagram: https://www.instagram.com/realsirtomjones",False,True,12480790.0,1AfmfmUVj5t84A5YvIz3Ly,1999,1999-01-01
7010,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,What's New Pussycat?,What's New Pussycat,album,spotify:track:4HjwGX3pJKJTeOSDpT6GCo,0.392,0.453,2.0,-13.297,0.171,0.752,0.0,0.115,0.574,183.92,128800.0,https://www.youtube.com/watch?v=KAVpqOG-HDY,Tom Jones  -  What s new pussycat,OLD TAPES,283106.0,2616.0,163.0,"Click To Subscribe Now!
https://www.youtube.com/OLDTAPES?sub_confirmation=1",False,False,18636471.0,4HjwGX3pJKJTeOSDpT6GCo,1966-01-01,1966-01-01
7011,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,How Am I Supposed to Live Without You,Soul Provider,album,spotify:track:3RMeOetCdXttthQK0clPuz,0.541,0.44,10.0,-12.206,0.031,0.191,0.0,0.114,0.232,140.273,255667.0,https://www.youtube.com/watch?v=YFood_bTOX4,Michael Bolton - How Am I Supposed To Live Without You,MichaelBoltonVEVO,196420430.0,900784.0,35002.0,"Michael Bolton's official music video for 'How Am I Supposed To Live Without You'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=MichaelBHAI

As featured on The Essential Michael Bolton. Click to buy the track or album via iTunes: http://smarturl.it/EssentialMichaelB?IQid=MichaelBHAI
Google Play: http://smarturl.it/HAISTLWYGPlay?IQid=MichaelBHAI
Amazon: http://smarturl.it/EssentialMBAmazon?IQid=MichaelBHAI

More From Michael Bolton
Said I Loved You...But I Lied: https://youtu.be/bv5vMJKBAbo
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
Missing You Now: https://youtu.be/xo-jCrIRb9g

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=MichaelBHAI

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=MichaelBHAI

---------

Lyrics: 

I could hardly believe it
When I heard the news today
I had to come and get it straight from you
They said you were leavin'
Someone's swept your heart away
From the look upon your face, I see it's true
So tell me all about it, tell me 'bout the
plans you're makin'
Then tell me one thing more before I go

Tell me how am I supposed to live without you
Now that I've been lovin' you so long
How am I supposed to live without you
How am I supposed to carry on
When all that I've been livin' for is gone",True,True,188138505.0,3RMeOetCdXttthQK0clPuz,1989-06-27,1989-06-27
7012,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,When a Man Loves a Woman,"Time, Love & Tenderness",album,spotify:track:3ascnOSOR5MX901ylGuhcl,0.476,0.363,1.0,-10.706,0.0296,0.2,0.0,0.055,0.243,164.555,231067.0,https://www.youtube.com/watch?v=MUuNDb-nm5M,Michael Bolton - When a Man Loves a Woman,MichaelBoltonVEVO,188111098.0,989933.0,27013.0,"When a Man Loves a Woman, from the album Time, Love & Tenderness, which was released in 1991. 
Listen on Spotify: http://smarturl.it/MB_TLT_Sptfy?IQid=ytd.mb.wmlw

Buy Time, Love & Tenderness: 
iTunes - http://smarturl.it/MB_TLT_itunes?IQid=ytd.mb.wmlw
Amazon - http://smarturl.it/mb_tlt_amzn?IQid=ytd.mb.wmlw
Google Play - http://smarturl.it/MB_TLT_Gplay?IQid=ytd.mb.wmlw

About Times, Love & Tenderness: 
Time, Love & Tenderness is the seventh studio album by American recording artist Michael Bolton. The album was released on April 23, 1991 by Columbia Records; The album topped the Billboard 200 chart and produced four Top 40 singles: a cover of Percy Sledge's ""When a Man Loves a Woman"" reached No. 1 on the Billboard Hot 100 chart, ""Love Is a Wonderful Thing"" reached No. 4, ""Time, Love and Tenderness"" reached No. 7, and ""Missing You Now"" reached No. 12.

Like Michael Bolton on Facebook - http://smarturl.it/MBolton_FB?IQid=ytd.mb.wmlw
Follow Michael Bolton on Twitter - http://smarturl.it/MBolton_TW?IQid=ytd.mb.wmlw
Subscribe to the official Michael Bolton YouTube Channel - http://smarturl.it/Sub_MBoltonVEVO?IQid=ytd.mb.wmlw

Lyrics: 
When a man loves a woman
Can't keep his mind on nothin' else
He'd trade the world
For a good thing he's found
If she is bad, he can't see it
She can do no wrong
Turn his back on his best friend
If he puts her down",True,True,169001987.0,3ascnOSOR5MX901ylGuhcl,1991-04-23,1991-04-23
7013,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,Said I Loved You...But I Lied,The One Thing,album,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,0.547,0.569,10.0,-8.644,0.0271,0.189,7.05e-06,0.156,0.432,159.713,304867.0,https://www.youtube.com/watch?v=bv5vMJKBAbo,Michael Bolton - Said I Loved You...But I Lied,MichaelBoltonVEVO,216733477.0,868876.0,38588.0,"Michael Bolton's official music video for 'Said I Loved You...But I Lied'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=MichaelBSIL

As featured on The Essential Michael Bolton. Click to buy the track or album via iTunes: http://smarturl.it/EssentialMichaelB?IQid=MichaelBSIL
Google Play: http://smarturl.it/SILYBILGPlay?IQid=MichaelBSIL
Amazon: http://smarturl.it/EssentialMBAmazon?IQid=MichaelBSIL

More From Michael Bolton
Missing You Now: https://youtu.be/xo-jCrIRb9g
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
How Can We Be Lovers: https://youtu.be/L0frA_0MjW8

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=MichaelBSIL

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=MichaelBSIL

---------

Lyrics: 

You are the candle, love's the flame
A fire that burns through wind and rain
Shine your light on this heart of mine
Till the end of time
You came to me like the dawn through the night
Just shinin' like the sun
Out of my dreams and into my life
You are the one, you are the one

Said I loved you but I lied
'Cause this is more than love I feel inside
Said I loved you but I was wrong
'Cause love could never ever feel so strong
Said I loved you but I lied",True,True,69659320.0,2nfMrwg3aRhSAv4HX7IzJL,1993,1993-01-01
7014,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,To Love Somebody,Timeless (The Classics),album,spotify:track:4ye6YRG07XMpZZ9Y9tNTt6,0.367,0.353,11.0,-11.786,0.0288,0.335,0.0,0.1,0.282,74.103,247973.0,https://www.youtube.com/watch?v=s1BDlJvr8yQ,Michael Bolton - To Love Somebody (Live Video Version),MichaelBoltonVEVO,52592528.0,253298.0,9256.0,"Michael Bolton's official live video for 'To Love Somebody'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=MichaelBTLS

As featured on The Essential Michael Bolton. Click to buy the track or album via iTunes: http://smarturl.it/EssentialMichaelB?IQid=MichaelBTLS
Google Play: http://smarturl.it/TLSGPlay?IQid=MichaelBTLS
Amazon: http://smarturl.it/EssentialMBAmazon?IQid=MichaelBTLS

More From Michael Bolton
Missing You Now: https://youtu.be/xo-jCrIRb9g
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
How Can We Be Lovers: https://youtu.be/L0frA_0MjW8

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=MichaelBTLS

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=MichaelBTLS

---------

Lyrics: 

There's a light
A certain kind of light
That never shone on me
I want my life to be
Lived with you, lived with you
There's a way
Ev'rybody say
To do each and every little thing
But what does it bring
If I ain't got you, ain't got

You don't know what it's like
Baby, you don't know what it's like
To love somebody, to love somebody
The way I love you",True,True,44964661.0,4ye6YRG07XMpZZ9Y9tNTt6,1992-08-31,1992-08-31
7015,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,Go the Distance,All That Matters,album,spotify:track:3hS5RCp5EE1wUiiE7f8dM1,0.363,0.435,2.0,-8.141,0.0307,0.399,0.0,0.219,0.148,125.892,280640.0,https://www.youtube.com/watch?v=vRAu4kvpmEs,"Hercules OST ""Go The Distance"" by Michael Bolton",Animated TV Series,5840643.0,51818.0,4716.0,That song inspire me so much! I hope that inspires you to reach your goals as inspires me. I tried to put the song in better quality (flac) but there towards the end I could not synchronize the audio very well with the video and I'm sorry for that...,False,False,39951724.0,3hS5RCp5EE1wUiiE7f8dM1,1997-11-04,1997-11-04
7016,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,A Love So Beautiful,Love Songs,compilation,spotify:track:25Tv2fijQx21CR70wDGwia,0.268,0.361,1.0,-11.701,0.0263,0.186,0.000171,0.0972,0.0768,61.299,245827.0,https://www.youtube.com/watch?v=iyKZFME6uig,A Love So Beautiful ♥ - Michael Bolton - Traduzione in Italiano,aleobel,435040.0,5142.0,223.0,"ღ Un Amore Così Bello ღ
Il sole d'estate è sceso sul nostro amore molto tempo fa   
Ma nel mio cuore sento ancora lo stesso vecchio ultimo bagliore di sole   
Un amore così bello in ogni modo   
Un amore così bello che ci siamo lasciati sfuggire      
Eravamo tutti troppo giovani per capire, per sapere mai   
Che gli amanti si allontanano l'uno dall'altro e che così va l'amore   
Un amore così bello, un amore così libero   
Un amore così bello, un amore per me e te",False,False,27342907.0,25Tv2fijQx21CR70wDGwia,1987,1987-01-01
7017,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,How Can We Be Lovers,Soul Provider,album,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,0.399,0.708,0.0,-10.541,0.0387,0.118,0.0,0.179,0.688,207.424,235627.0,https://www.youtube.com/watch?v=L0frA_0MjW8,Michael Bolton - How Can We Be Lovers,MichaelBoltonVEVO,21979834.0,82485.0,3883.0,"Michael Bolton's official music video for 'How Can We Be Lovers'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=MichaelBHCW

As featured on The Essential Michael Bolton. Click to buy the track or album via iTunes: http://smarturl.it/EssentialMichaelB?IQid=MichaelBHCW
Google Play: http://smarturl.it/HCWBLGPlay?IQid=MichaelBHCW
Amazon: http://smarturl.it/EssentialMBAmazon?IQid=MichaelBHCW

More From Michael Bolton
Said I Loved You...But I Lied: https://youtu.be/bv5vMJKBAbo
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
Missing You Now: https://youtu.be/xo-jCrIRb9g

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=MichaelBHCW

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=MichaelBHCW

---------

Lyrics: 

How can we be lovers if we can't be friends
How can we start over when the fighting never ends
Baby, how can we make love if we can't make amends
Tell me how we can be lovers if we can't be,
can't be friends

Look at us now, look at us baby
Still tryin' to work it out
Never get it right
We must be fools, we must be crazy
Whoa, whoa, when there's no
communication
Whao, Whoa, it's a no win situation",True,True,27049776.0,0ZUjPkZKjzRi6bgIuJovfY,1989-06-27,1989-06-27
7018,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,Soul Provider,Soul Provider,album,spotify:track:05M64X8usrSHqWTLHm48ff,0.609,0.42,0.0,-10.875,0.0249,0.08,0.0,0.347,0.448,83.552,267293.0,https://www.youtube.com/watch?v=LXO7UL84rK0,Michael Bolton - Soul Provider,MichaelBoltonVEVO,35935479.0,132460.0,6187.0,"Michael Bolton's official music video for 'Soul Provider'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=MichaelBSP

As featured on The Essential Michael Bolton. Click to buy the track or album via iTunes: http://smarturl.it/EssentialMichaelB?IQid=MichaelBSP
Google Play: http://smarturl.it/SPGPlay?IQid=MichaelBSP
Amazon: http://smarturl.it/EssentialMBAmazon?IQid=MichaelBSP

More From Michael Bolton
Missing You Now: https://youtu.be/xo-jCrIRb9g
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
How Can We Be Lovers: https://youtu.be/L0frA_0MjW8

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=MichaelBSP

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=MichaelBSP

---------

Lyrics: 

Talk about love, talk about trust
Talkin' 'bout forever baby
When I'm talkin' 'bout us
I give you my word, stick to my guns
Believe when I tell ya baby
That we've just begun

You don't understand, no
The full intent of my plan

I wanna be your soul provider
I wanna stay that way
For the longest time
I wanna be, your soul provider
Just say you'll let me
And darlin' I will",True,True,13704052.0,05M64X8usrSHqWTLHm48ff,1989-06-27,1989-06-27
7019,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,Love Is a Wonderful Thing,"Time, Love & Tenderness",album,spotify:track:2LCIRBYUBMFy9hL81qthi1,0.727,0.824,2.0,-8.915,0.0394,0.00812,1.58e-06,0.0922,0.935,125.104,282933.0,https://www.youtube.com/watch?v=H_ezMbv2sr4,Michael Bolton - Love Is a Wonderful Thing,MichaelBoltonVEVO,4864712.0,19151.0,1333.0,"Michael Bolton's official music video for 'Love Is A Wonderful Thing'. Click to listen to Michael Bolton on Spotify: http://smarturl.it/MichaelBoltonSpotify?IQid=LWT

As featured on Time, Love & Tenderness. Click to buy the track or album via iTunes: http://smarturl.it/MBoltTLTiTunes?IQid=LWT
Google Play: http://smarturl.it/MBoltLWTPlay?IQid=LWT
Amazon: http://smarturl.it/MBoltTLTAmz?IQid=LWT

More from Michael Bolton
Missing You Now: https://youtu.be/xo-jCrIRb9g
How Am I Supposed To Live Without You: https://youtu.be/YFood_bTOX4
How Can We Be Lovers: https://youtu.be/L0frA_0MjW8

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=LWT

Follow Michael Bolton
Facebook: https://www.facebook.com/MBsings
Twitter: https://twitter.com/mbsings

Subscribe to Michael Bolton on YouTube: http://smarturl.it/MichaelBoltonSub?IQid=LWT

---------

Lyrics:

Birds fly, they don't think twice
They simply spread their wings
The sun shines, it don't ask why
Or what the whole thing means

The same applies to you and I
We never question that
So good, it's just understood
Ain't no conjecture
Just a matter of fact

Love is a wonderful thing
Make ya smile through the pouring rain
Love is a wonderful thing
I'll say it again and again
Turn your world into one sweet dream
Take your heart and make it sing
Love, love is a wonderful thing",True,True,5214805.0,2LCIRBYUBMFy9hL81qthi1,1991-04-23,1991-04-23
7020,Michael Bolton,https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn,Fathers & Daughters,Fathers and Daughters (Original Motion Picture Soundtrack),album,spotify:track:4urFOQszTcydntg6zF0ouE,0.502,0.138,0.0,-9.245,0.0401,0.927,5.88e-05,0.0754,0.222,139.866,209053.0,https://www.youtube.com/watch?v=uH88VMXInrI,Fathers & Daughters Lyrics - Fathers & Daughters (Michael Bolton),Lakeshore Records,4858098.0,47382.0,1261.0,"▶DOWNLOAD THE ALBUM: http://smarturl.it/FathersDaughtersOST
▶SUBSCRIBE: http://www.youtube.com/LakeshoreRecords
Fathers & Daughters in US theaters July 2016!


SUBSCRIBE, SHARE & FOLLOW US!
http://filmmusicdaily.com
http://www.facebook.com/LakeshoreRecords
http://www.twitter.com/LakeshoreRecs
http://www.instagram.com/LakeshoreRecords

http://www.Lakeshore-Records.com",True,True,14587757.0,4urFOQszTcydntg6zF0ouE,2015-10-23,2015-10-23
7021,James Brown,https://open.spotify.com/artist/7GaxyUddsPok8BuhxN6OUW,The Boss,Black Caesar,album,spotify:track:6LzjgzpVl0hB3YrBU1b8Z1,0.736,0.354,1.0,-14.709,0.0475,0.579,0.0103,0.0757,0.62,97.924,194867.0,https://www.youtube.com/watch?v=jC2ZY2loo74,James Brown - The Boss,Alf,12448055.0,90754.0,4393.0,"James Brown - The Boss

From Album - Black Caeser",False,False,87651875.0,6LzjgzpVl0hB3YrBU1b8Z1,1973-01-01,1973-01-01
